asset_id,component,subsystem,fleet,install_date,failure_date,operating_hours,censored,failure_mode,environment,operator,maintenance_type,cost,downtime_hours
VolvoEC750-3688,Motor,Powertrain,Volvo EC750,2023-05-06,2023-05-29,13257.7,False,Desgaste de anéis,Pedreira C,Operador_14,preditiva,28582.077123446747,20.9191755412473
KomatsuPC930-9300,Motor,Powertrain,Komatsu PC930,2024-03-16,2024-03-31,8742.2,False,Vazamento de óleo,Porto D,Operador_18,preditiva,27700.588195834353,8.104290186160322
KomatsuPC930-1391,Motor,Powertrain,Komatsu PC930,2024-07-03,2024-07-13,5864.3,False,Desgaste de anéis,Pedreira C,Operador_11,corretiva,29486.614415170985,10.278046270296958
CAT785-6370,Motor,,CAT 785,2024-12-24,2024-12-27,1619.4,False,Superaquecimento,Mina A,Operador_17,corretiva,28464.792212363398,7.723669439866926
CAT777-4641,Motor,Powertrain,CAT 777,2025-01-29,2025-01-31,1257.4,False,Vazamento de óleo,Mina B,Operador_21,corretiva,27279.047517675794,7.694054351623569
VolvoEC750-9467,Motor,Powertrain,Volvo EC750,2024-12-26,2024-12-31,2937.0,False,Desgaste de anéis,Mina A,Operador_07,corretiva,21577.32498298175,11.314247784943188
KomatsuPC930-5843,Motor,Powertrain,Komatsu PC930,2024-05-10,2024-05-26,9631.4,False,Vazamento de óleo,Porto D,Operador_23,preditiva,30200.183763160847,9.54967509198261
CAT777-2458,Motor,Powertrain,CAT 777,2025-03-11,,555.7,True,,Porto D,Operador_24,,,
CAT777-5990,Motor,Powertrain,CAT 777,2022-12-17,2023-01-06,11514.4,False,Superaquecimento,Mina B,Operador_12,corretiva,30207.358582217068,20.574983671293552
KomatsuPC930-5572,Motor,Powertrain,Komatsu PC930,2024-04-30,,3469.3,True,,Mina B,Operador_15,,,
CAT777-6668,Motor,Powertrain,CAT 777,2023-04-25,2023-04-28,1874.1,False,Vazamento de óleo,Mina B,Operador_08,corretiva,28531.892009606603,9.060614231155792
VolvoEC750-2036,Motor,Powertrain,Volvo EC750,2025-07-22,2025-07-28,3292.2,False,Superaquecimento,Mina A,Operador_22,preventiva,27582.073014835383,8.193383774429805
KomatsuPC930-7564,Motor,Powertrain,Komatsu PC930,2022-11-21,2022-12-06,8892.0,False,Desgaste de anéis,Pedreira C,Operador_21,preventiva,25487.15060676545,6.437559341732321
VolvoEC750-6689,Motor,Powertrain,Volvo EC750,2023-08-09,2023-08-17,4274.9,False,Vazamento de óleo,Mina B,Operador_15,preventiva,28615.131863245613,2.2600395294298763
CAT777-7504,Motor,Powertrain,CAT 777,2022-11-15,,1701.9,True,,Mina A,Operador_13,,,
KomatsuPC930-5799,Motor,Powertrain,Komatsu PC930,2024-07-07,2024-07-10,1564.3,False,Vazamento de óleo,Mina A,Operador_14,preventiva,23123.70147213987,17.728635625664836
CAT777-6824,Motor,Powertrain,CAT 777,2024-12-12,,1535.9,True,,Mina A,Operador_21,,,
VolvoEC750-6965,Motor,Powertrain,Volvo EC750,2024-06-21,2024-06-27,3748.7,False,Vazamento de óleo,Pedreira C,Operador_13,corretiva,26550.87211013065,12.946081510530039
CAT789-6700,Motor,Powertrain,CAT 789,2023-05-18,2023-06-01,537.9020788828352,False,Desgaste de anéis,Porto D,Operador_24,preditiva,30618.47709140756,22.430369647231373
VolvoEC750-7540,Motor,,Volvo EC750,2024-05-04,2024-05-23,10753.3,False,Vazamento de óleo,Mina A,Operador_05,corretiva,26011.531274700184,6.358387609816671
CAT789-7783,Motor,Powertrain,CAT 789,2023-07-04,2023-07-23,11688.4,False,Vazamento de óleo,Pedreira C,Operador_24,preventiva,21899.463197133307,6.134539249159182
CAT789-7767,Motor,Powertrain,CAT 789,2024-07-25,2024-08-09,8429.0,False,Superaquecimento,Mina B,Operador_20,preventiva,28598.28380168375,21.069047913446937
