asset_id,component,subsystem,fleet,install_date,failure_date,operating_hours,censored,failure_mode,environment,operator,maintenance_type,cost,downtime_hours
CAT789-2996,Sistema de Freio,Freios,CAT 789,2023-09-07,2023-09-13,3629.2,False,Desgaste de pastilhas,Porto D,Operador_10,corretiva,3303.353097824745,17.711108324964698
CAT777-1151,Sistema de Freio,Freios,CAT 777,2024-02-20,2024-02-27,3940.6,False,Vazamento,Mina A,Operador_21,preditiva,3717.557435962161,21.563719202938163
CAT789-4871,Sistema de Freio,Freios,CAT 789,2025-06-18,2025-06-21,1891.9,False,Superaquecimento,Mina A,Operador_17,preditiva,4147.221833051826,17.18638830321391
CAT789-4618,Sistema de Freio,Freios,CAT 789,2024-08-01,2024-08-04,1610.0,False,Superaquecimento,Mina B,Operador_12,preventiva,4028.396271997395,22.081531542228294
KomatsuPC930-2294,Sistema de Freio,Freios,Komatsu PC930,2023-09-20,2023-09-25,2694.5,False,Superaquecimento,Porto D,Operador_08,preventiva,3997.0728445731747,20.653076244693786
VolvoEC750-1539,Sistema de Freio,Freios,Volvo EC750,2024-10-21,,707.4,True,,Pedreira C,Operador_23,,,
CAT785-5139,Sistema de Freio,Freios,CAT 785,2024-12-12,2024-12-21,4864.3,False,Superaquecimento,Porto D,Operador_16,preditiva,3501.408920326404,13.145478146649198
CAT785-3174,Sistema de Freio,Freios,CAT 785,2024-05-30,2024-06-12,7974.1,False,Superaquecimento,Mina B,Operador_13,preventiva,3048.800357881894,15.912843614159353
CAT777-9377,Sistema de Freio,Freios,CAT 777,2024-09-02,2024-09-13,6020.0,False,Superaquecimento,Mina B,Operador_25,preditiva,3991.8474482411184,3.4545318396667297
CAT785-7092,Sistema de Freio,Freios,CAT 785,2025-02-06,2025-02-15,4831.0,False,Desgaste de pastilhas,Pedreira C,Operador_11,preventiva,3275.966041287369,3.4051837607092574
CAT777-2889,Sistema de Freio,Freios,CAT 777,2024-07-13,,32770.175563466,True,,Mina A,Operador_16,,,
CAT777-4361,Sistema de Freio,Freios,CAT 777,2022-11-03,2022-11-14,6362.4,False,Desgaste de pastilhas,Mina B,Operador_23,preventiva,2962.7966171266544,22.26803686538634
VolvoEC750-8506,Sistema de Freio,Freios,Volvo EC750,2025-09-28,,263.0,True,,Porto D,Operador_19,,,
KomatsuPC930-3356,Sistema de Freio,Freios,Komatsu PC930,2023-07-24,2023-08-06,7475.5,False,Superaquecimento,Mina A,Operador_08,corretiva,4105.062184718488,22.258369623935636
KomatsuPC930-6257,Sistema de Freio,Freios,Komatsu PC930,2024-04-20,2024-05-01,5781.4,False,Vazamento,Porto D,Operador_07,preventiva,4096.653398110014,18.708852494977645
CAT777-5670,Sistema de Freio,Freios,CAT 777,2025-08-28,,2020.8,True,,Porto D,Operador_07,,,
CAT777-8892,Sistema de Freio,Freios,CAT 777,2025-06-15,2025-06-19,2172.7,False,Vazamento,Pedreira C,Operador_09,preditiva,4044.4141072506354,21.63222354898052
CAT785-3456,Sistema de Freio,Freios,CAT 785,2022-11-29,2022-12-16,10277.8,False,Superaquecimento,Mina B,Operador_13,preditiva,3359.2750418284727,5.078449188681173
VolvoEC750-3999,Sistema de Freio,,Volvo EC750,2023-12-06,2023-12-13,3635.8,False,Vazamento,Mina A,Operador_14,preventiva,3450.4442520885073,14.882555294551882
VolvoEC750-3247,Sistema de Freio,Freios,Volvo EC750,2023-06-19,2023-06-24,3086.9,False,Vazamento,Mina A,Operador_04,corretiva,3671.043360588191,15.39803980584805
VolvoEC750-4304,Sistema de Freio,Freios,Volvo EC750,2023-10-21,2023-10-24,1585.7,False,Vazamento,Porto D,Operador_07,preditiva,4432.967603140786,9.27327955632743
CAT777-7105,Sistema de Freio,Freios,CAT 777,2023-11-22,,1362.8,True,,Mina B,Operador_13,,,
CAT785-5695,Sistema de Freio,Freios,CAT 785,2024-05-28,2024-06-07,526.5386183715946,False,Vazamento,Mina B,Operador_07,preditiva,2856.5361706740728,19.90857678619831
CAT785-5883,Sistema de Freio,Freios,CAT 785,2023-09-20,2023-09-21,538.2,False,Desgaste de pastilhas,Mina A,Operador_02,corretiva,3802.257541150943,10.669797419140822
CAT785-2877,Sistema de Freio,Freios,CAT 785,2024-10-17,2024-10-21,2244.8,False,Superaquecimento,Mina A,Operador_15,preditiva,3761.9130669385418,8.394358685441878
CAT789-9918,Sistema de Freio,Freios,CAT 789,2024-11-01,2024-11-13,7049.1,False,Superaquecimento,Porto D,Operador_03,preditiva,3240.276217897053,23.398830383713047
KomatsuPC930-6785,Sistema de Freio,Freios,Komatsu PC930,2023-08-06,2023-08-07,510.7,False,Superaquecimento,Porto D,Operador_23,corretiva,4408.560486940967,14.09103837802159
CAT777-4450,Sistema de Freio,Freios,CAT777,2024-11-16,,536.9,True,,Porto D,Operador_18,,,
CAT785-5053,Sistema de Freio,Freios,CAT 785,2024-03-21,2024-03-24,1769.4,False,Desgaste de pastilhas,Porto D,Operador_01,corretiva,3961.2109867816584,20.928113983094637
CAT789-9873,Sistema de Freio,Freios,CAT 789,2023-10-03,,3346.3,True,,Porto D,Operador_06,,,
CAT777-4537,Sistema de Freio,Freios,CAT 777,2022-11-25,,1183.3,True,,Mina A,Operador_07,,,
CAT777-8617,Sistema de Freio,Freios,CAT 777,2025-10-06,2025-10-19,7276.6,False,Superaquecimento,Mina A,Operador_12,corretiva,2833.38706688484,21.083029742798587
