asset_id,component,subsystem,fleet,install_date,failure_date,operating_hours,censored,failure_mode,environment,operator,maintenance_type,cost,downtime_hours
CAT777-3587,Bomba Hidráulica,Sistema Hidráulico,CAT 777,2023-07-13,2023-07-23,5687.4,False,Contaminação,Porto D,Operador_11,preventiva,8983.59167156108,21.97461309218369
VolvoEC750-8668,Bomba Hidráulica,Sistema Hidráulico,Volvo EC750,2024-04-13,2024-04-22,5346.3,False,Cavitação,Mina B,Operador_15,preditiva,7429.059520918077,6.096379520817489
VolvoEC750-7439,Bomba Hidráulica,Sistema Hidráulico,Volvo EC750,2022-11-05,2022-11-16,5867.2,False,Desgaste interno,Mina B,Operador_25,corretiva,10313.962730716556,12.18608582628516
CAT789-7167,Bomba Hidráulica,Sistema Hidráulico,CAT 789,2024-10-12,2024-10-23,5881.8,False,Cavitação,Porto D,Operador_05,preventiva,10058.964695263623,14.372490890912001
VolvoEC750-9000,Bomba Hidráulica,Sistema Hidráulico,Volvo EC750,2024-10-12,2024-10-18,3452.3,False,Desgaste interno,Mina A,Operador_22,corretiva,9457.355374288078,11.07262889314304
KomatsuPC930-6188,Bomba Hidráulica,Sistema Hidráulico,Komatsu PC930,2023-10-16,,1794.3,True,,Mina A,Operador_25,,,
KomatsuPC930-5521,Bomba Hidráulica,Sistema Hidráulico,Komatsu PC930,2023-06-14,2023-06-18,20999.33490989771,False,Contaminação,Pedreira C,Operador_08,preditiva,8900.13475107558,15.06374075685973
CAT789-8389,Bomba Hidráulica,Sistema Hidráulico,cat 789,2025-07-06,2025-07-14,4445.8,False,Desgaste interno,Pedreira C,Operador_13,preditiva,8421.752078922682,12.88933665306088
CAT777-1207,Bomba Hidráulica,Sistema Hidráulico,CAT 777,2025-01-15,,1655.1,True,,Mina A,Operador_24,,,
CAT785-5778,Bomba Hidráulica,Sistema Hidráulico,CAT 785,2024-05-07,2024-05-14,4134.7,False,Cavitação,Pedreira C,Operador_11,preventiva,8211.031409262296,7.1394469860428815
CAT777-7625,Bomba Hidráulica,Sistema Hidráulico,CAT 777,2023-04-11,,450.8,True,,Mina B,Operador_04,,,
CAT777-5026,Bomba Hidráulica,Sistema Hidráulico,CAT 777,2024-02-27,2024-03-03,3069.0,False,Desgaste interno,Porto D,Operador_03,preventiva,7932.061104096056,11.223166066319283
CAT777-9622,Bomba Hidráulica,Sistema Hidráulico,CAT 777,2023-10-07,2023-10-12,2951.9,False,Contaminação,Mina A,Operador_19,corretiva,7746.244284563219,9.097270496204022
KomatsuPC930-8982,Bomba Hidráulica,Sistema Hidráulico,Komatsu PC930,2024-01-13,2024-01-22,5195.4,False,Cavitação,Mina B,Operador_12,corretiva,9062.126677899068,19.917993201745567
CAT785-4281,Bomba Hidráulica,Sistema Hidráulico,Cat785,2023-11-22,2023-11-27,2985.8,False,Contaminação,Porto D,Operador_05,preventiva,9849.575773348464,5.967848920350565
VolvoEC750-9888,Bomba Hidráulica,Sistema Hidráulico,Volvo EC750,2024-01-02,2024-01-07,2999.4,False,Cavitação,Mina A,Operador_19,preditiva,9240.494525953469,16.833356681861815
CAT777-3518,Bomba Hidráulica,Sistema Hidráulico,CAT 777,2024-01-02,2024-01-10,4858.4,False,Cavitação,Mina A,Operador_10,preventiva,9559.632729669718,14.103523953839264
CAT777-8523,Bomba Hidráulica,Sistema Hidráulico,CAT 777,2023-12-14,,245.3,True,,Mina A,Operador_18,,,
VolvoEC750-4218,Bomba Hidráulica,Sistema Hidráulico,Volvo EC750,2024-05-02,2024-05-08,3622.8,False,Cavitação,Mina A,Operador_21,corretiva,9650.569599327162,14.735817319996341
CAT777-1271,Bomba Hidráulica,Sistema Hidráulico,CAT 777,2024-09-04,2024-09-14,5777.5,False,Desgaste interno,Porto D,Operador_16,preditiva,8799.255187482731,21.310558030345298
KomatsuPC930-1086,Bomba Hidráulica,Sistema Hidráulico,Komatsu PC930,2025-04-20,2025-04-26,3234.4,False,Desgaste interno,Mina B,Operador_03,preventiva,7287.080978478049,3.7608742073076584
VolvoEC750-4744,Bomba Hidráulica,Sistema Hidráulico,Volvo EC750,2025-04-02,2025-04-08,3568.1,False,Contaminação,Pedreira C,Operador_07,corretiva,9600.14983293855,18.247924307659694
CAT789-1172,Bomba Hidráulica,Sistema Hidráulico,CAT 789,2025-10-23,2025-10-31,4426.0,False,Desgaste interno,Mina B,Operador_23,preventiva,10187.830047472498,12.495475549932056
CAT777-4310,Bomba Hidráulica,Sistema Hidráulico,CAT 777,2025-03-18,,232.5,True,,Porto D,Operador_13,,,
CAT785-7579,Bomba Hidráulica,Sistema Hidráulico,CAT 785,2022-12-25,2022-12-30,2751.8,False,Cavitação,Pedreira C,Operador_15,preventiva,10009.939882610886,14.101789532692623
CAT785-1429,Bomba Hidráulica,Sistema Hidráulico,CAT785,2024-04-25,2024-05-02,3933.3,False,Desgaste interno,Mina B,Operador_12,corretiva,9152.565138930864,12.485248840972078
CAT785-3369,Bomba Hidráulica,Sistema Hidráulico,CAT 785,2024-10-22,2024-10-29,4101.4,False,Contaminação,Mina A,Operador_10,preditiva,7122.784105466424,21.76792209516885
